gene_name number_of_transposon_per_gene number_of_read_per_gene
HTB1 0 0
HTA1 4 22
ADK1 1 0
SIR4 19 109
PCF11 2 6
IVY1 9 30
YDR230W 8 220
COX20 9 215
HEM1 0 0
RTN1 2 8
LYS4 17 100
PRP42 0 0
FMN1 0 0
MRPL7 0 0
SEC26 1 0
YDR239C 22 277
SNU56 1 0
BUD26 8 95
AMD2 12 66
PRP28 0 0
PEX5 7 22
MNN10 2 67
TRS23 2 6
YDR246W-A 18 455
VHS1 17 149
YDR248C 9 58
YDR249C 6 68
YDR250C 14 92
PAM1 21 144
BTT1 2 2
MET32 5 11
CHL4 3 4
RMD5 1 0
CTA1 31 411
RKM4 3 16
HSP78 18 121
YAP6 24 257
SWM1 15 171
EXG2 29 232
YDR262W 5 17
DIN7 17 172
AKR1 3 2
PEX10 5 34
HEL2 16 90
CIA1 0 0
MSW1 0 0
YDR269C 1 0
CCC2 21 133
YDR271C 11 63
GLO2 3 17
DON1 13 33
YDR274C 45 963
BSC2 2 4
PMP3 0 0
MTH1 13 76
YDR278C 7 17
RNH202 8 38
RRP45 1 0
PHM6 2 1
YDR282C 8 71
GCN2 6 9
DPP1 10 47
ZIP1 13 52
YDR286C 1 0
INM2 7 26
NSE3 1 0
RTT103 5 19
YDR290W 4 4
HRQ1 35 561
SRP101 1 0
SSD1 27 191
DPL1 15 79
HDA2 6 103
MHR1 0 0
SUR2 1 0
ATP5 0 0
BFR2 1 0
PRO1 0 0
CFT1 2 1
GPI11 1 0
RSC3 1 0
CPR5 3 7
HNT2 10 177
YDR306C 9 152
PMT7 13 107
SRB7 0 0
GIC2 6 28
SUM1 2 1
TFB1 2 1
SSF2 6 13
PIB1 5 37
RAD34 16 117
IPK1 1 0
OMS1 8 48
HIM1 4 4
MCM21 3 7
YFT2 7 24
SWA2 4 3
DAD4 0 0
YDR320W-B 11 30
ASP1 7 11
MRPL35 1 0
TIM11 3 6
PEP7 7 77
UTP4 4 5
YCG1 4 3
YSP2 20 212
YDR327W 1 0
SKP1 1 0
PEX3 6 32
UBX5 8 68
GPI8 0 0
IRC3 2 1
RQC1 10 210
SWR1 6 12
MSN5 3 5
YDR336W 8 28
MRPS28 1 0
YDR338C 25 197
FCF1 0 0
YDR340W 2 1
YDR341C 1 0
HXT7 2 1
HXT6 1 0
YDR344C 6 11
HXT3 15 255
SVF1 16 219
MRP1 0 0
PAL1 21 151
YPS7 15 110
ATP22 0 0
SBE2 10 51
YPQ2 4 45
TRR1 0 0
TRP4 2 33
YDR354C-A 0 0
YDR355C 0 0
SPC110 0 0
CNL1 12 54
GGA1 10 80
EAF1 7 15
OPI7 0 0
BCP1 2 1
TFC6 1 0
ESC2 10 43
SEM1 0 0
CDC40 1 0
ESF1 3 2
YDR366C 8 11
KEI1 1 0
YPR1 3 2
XRS2 20 230
DXO1 11 100
CTS2 11 68
YDR371C-A 0 0
VPS74 1 0
FRQ1 0 0
PHO92 8 31
WIP1 0 0
BCS1 1 0
ARH1 3 6
ATP17 1 0
LSM6 0 0
RGA2 23 221
SDH6 1 0
ARO10 17 115
YRA1 2 1
YDR381C-A 0 0
RPP2B 0 0
NKP1 5 18
ATO3 17 162
EFT2 1 0
MUS81 10 134
YDR387C 6 8
RVS167 7 73
SAC7 16 72
UBA2 5 10
YDR391C 4 7
SPT3 6 48
SHE9 18 159
RPT3 1 0
SXM1 2 2
YDR396W 2 1
NCB2 2 1
UTP5 5 11
HPT1 6 12
URH1 7 33
YDR401W 13 110
DIT2 20 295
DIT1 9 22
RPB7 0 0
MRP20 2 1
PDR15 89 1926
YDR406W-A 3 2
TRS120 0 0
ADE8 0 0
SIZ1 16 236
STE14 6 43
DFM1 7 32
RRP17 4 4
YDR413C 4 4
ERD1 4 3
YDR415C 5 51
SYF1 2 7
YDR417C 2 2
RPL12B 0 0
RAD30 13 93
HKR1 18 174
ARO80 19 230
SIP1 14 599
CAD1 11 198
DYN2 3 9
SNX41 10 58
YDR426C 2 4
RPN9 0 0
BNA7 3 32
TIF35 1 0
CYM1 31 321
YDR431W 4 3
NPL3 1 0
YDR433W 1 0
GPI17 1 0
PPM1 7 44
PPZ2 13 116
GPI19 2 1
THI74 6 45
LRS4 1 0
DOT1 19 147
