gene_name number_of_transposon_per_gene number_of_read_per_gene
SNQ2 34 454
RPL4B 3 16
PSF1 1 0
RAD61 9 47
HED1 3 3
YDR015C 3 3
DAD1 0 0
KCS1 23 484
YDR018C 21 317
GCV1 8 61
DAS2 13 404
FAL1 4 5
ATG31 6 18
SES1 3 2
FYV1 12 253
RPS11A 2 14
NSI1 10 47
VPS54 14 87
REG1 8 19
YDR029W 5 12
RAD28 12 58
MIX14 2 1
PST2 7 35
MRH1 3 2
LYS14 16 177
YDR034C-A 2 1
YDR034W-B 1 0
ARO3 11 101
EHD3 11 129
KRS1 3 3
ENA5 9 35
ENA2 10 19
ENA1 13 38
RSM10 0 0
YDR042C 1 0
NRG1 12 173
HEM13 0 0
RPC11 1 0
BAP3 6 18
HEM12 6 5
YDR048C 8 124
VMS1 4 10
TPI1 0 0
DET1 14 23
DBF4 3 2
YDR053W 0 0
CDC34 3 2
PST1 7 137
YDR056C 9 77
YOS9 2 2
TGL2 3 2
UBC5 6 9
MAK21 5 5
YDR061W 12 49
LCB2 1 0
AIM7 1 0
RPS13 0 0
RRG1 6 6
RTR2 1 0
OCA6 5 18
DOS2 1 0
DOA4 8 47
FMP16 0 0
PAA1 7 21
IPT1 16 416
SNF11 2 3
TPS2 17 307
PPH3 0 0
RAD55 9 236
SED1 4 15
SHU2 12 52
PET100 3 18
TFB5 1 0
VPS41 6 9
PDC2 5 4
STN1 3 2
RRP8 7 13
TVP23 1 0
AFR1 13 315
SSS1 0 0
RRP1 1 0
SLU7 1 0
YDR089W 8 19
YDR090C 12 44
RLI1 2 1
UBC13 2 1
DNF2 68 3166
YDR094W 33 1761
YDR095C 14 162
GIS1 13 1367
MSH6 13 332
GRX3 5 9
BMH2 7 189
TVP15 3 2
ARX1 3 3
YDR102C 2 4
STE5 10 178
SPO71 16 205
TMS1 13 50
ARP10 4 6
TMN2 8 8
TRS85 4 4
YDR109C 11 339
FOB1 10 702
ALT2 13 52
IRC2 0 0
PDS1 1 0
YDR114C 9 53
YDR115W 0 0
MRPL1 5 24
TMA64 2 1
APC4 5 6
YDR118W-A 3 3
VBA4 9 53
COX26 0 0
TRM1 11 141
DPB4 2 2
KIN1 12 70
INO2 8 11
YDR124W 4 23
ECM18 1 0
SWF1 10 443
ARO1 17 49
MTC5 16 106
SAC6 3 8
FIN1 5 14
YDR131C 8 33
YDR132C 8 12
YDR133C 0 0
YCF1 19 188
VPS61 7 10
RGP1 7 14
HPR1 7 53
RUB1 1 0
MTQ2 1 0
DOP1 6 10
PEX7 5 106
SAN1 13 206
MKC7 5 4
TAF12 4 4
SWI5 5 25
EKI1 17 2733
KGD2 3 3
YDR149C 1 0
NUM1 22 381
CTH1 5 89
GIR2 3 3
ENT5 7 102
YDR154C 2 1
CPR1 4 3
RPA14 9 72
YDR157W 14 370
HOM2 3 2
SAC3 8 16
SSY1 0 0
YDR161W 0 0
NBP2 0 0
CWC15 3 2
SEC1 8 12
TRM82 1 0
SEC5 6 78
TAF10 0 0
CDC37 6 10
STB3 2 1
YDR169C-A 0 0
SEC7 11 17
HSP42 6 82
SUP35 4 3
ARG82 0 0
HMO1 2 1
RSM24 1 0
NGG1 3 68
UBC1 1 0
SDH4 4 3
CSN9 1 0
YDR179W-A 5 10
SCC2 6 8
SAS4 4 28
CDC1 1 0
YDR182W-A 2 1
PLP1 4 40
YDR183C-A 1 0
ATC1 0 0
UPS3 2 1
YDR186C 9 147
YDR187C 6 8
CCT6 4 4
SLY1 2 1
RVB1 2 1
HST4 2 1
NUP42 3 2
YDR193W 2 1
MSS116 3 3
YDR194W-A 1 0
REF2 2 1
CAB5 2 1
CBS2 0 0
RKM2 2 1
YDR199W 3 3
VPS64 7 17
SPC19 1 0
RAV2 0 0
YDR203W 0 0
COQ4 9 25
MSC2 9 25
EBS1 15 128
UME6 8 35
MSS4 5 5
YDR209C 0 0
YDR210W 0 0
GCD6 4 3
TCP1 3 2
UPC2 26 592
AHA1 13 386
YDR215C 16 192
ADR1 16 41
RAD9 19 117
SPR28 4 59
MFB1 2 3
YDR220C 3 11
GTB1 9 72
YDR222W 7 54
CRF1 6 244
HTB1 0 0
HTA1 0 0
ADK1 5 6
SIR4 11 90
PCF11 0 0
IVY1 16 494
YDR230W 8 156
COX20 9 218
HEM1 3 3
RTN1 3 2
LYS4 17 68
PRP42 3 3
FMN1 1 0
MRPL7 1 0
SEC26 6 9
YDR239C 9 114
SNU56 2 1
BUD26 4 5
AMD2 16 366
PRP28 3 2
PEX5 9 72
MNN10 4 10
TRS23 5 6
YDR246W-A 13 693
VHS1 9 108
YDR248C 5 6
YDR249C 4 3
YDR250C 9 96
PAM1 6 39
BTT1 0 0
MET32 3 4
CHL4 2 2
RMD5 6 315
CTA1 6 12
RKM4 6 8
HSP78 24 268
YAP6 6 21
SWM1 9 69
EXG2 7 141
YDR262W 3 10
DIN7 5 73
AKR1 5 4
PEX10 1 0
HEL2 5 7
CIA1 4 3
MSW1 9 69
YDR269C 0 0
CCC2 10 21
YDR271C 2 2
GLO2 3 7
DON1 6 59
YDR274C 11 239
BSC2 5 10
PMP3 0 0
MTH1 13 69
YDR278C 5 101
RNH202 7 34
RRP45 3 3
PHM6 1 0
YDR282C 8 49
GCN2 12 15
DPP1 5 6
ZIP1 7 105
YDR286C 5 9
INM2 2 1
NSE3 0 0
RTT103 0 0
YDR290W 3 21
HRQ1 10 40
SRP101 4 3
SSD1 16 209
DPL1 15 447
HDA2 12 113
MHR1 3 2
SUR2 6 7
ATP5 0 0
BFR2 0 0
PRO1 3 2
CFT1 7 7
GPI11 2 1
RSC3 2 1
CPR5 5 16
HNT2 3 51
YDR306C 2 1
PMT7 9 166
SRB7 0 0
GIC2 3 5
SUM1 5 21
TFB1 5 16
SSF2 10 19
PIB1 5 32
RAD34 9 132
IPK1 2 1
OMS1 4 6
HIM1 2 1
MCM21 6 10
YFT2 8 160
SWA2 4 9
DAD4 0 0
YDR320W-B 4 74
ASP1 5 7
MRPL35 2 2
TIM11 2 9
PEP7 11 21
UTP4 0 0
YCG1 7 115
YSP2 8 15
YDR327W 1 0
SKP1 2 1
PEX3 5 39
UBX5 1 0
GPI8 5 9
IRC3 8 33
RQC1 5 7
SWR1 12 462
MSN5 8 11
YDR336W 5 6
MRPS28 2 1
YDR338C 23 1159
FCF1 0 0
YDR340W 4 3
YDR341C 1 0
HXT7 1 0
HXT6 2 1
YDR344C 6 6
HXT3 11 732
SVF1 8 66
MRP1 4 3
PAL1 9 293
YPS7 5 19
ATP22 4 17
SBE2 5 293
YPQ2 9 42
TRR1 0 0
TRP4 2 1
YDR354C-A 0 0
YDR355C 0 0
SPC110 2 1
CNL1 9 363
