gene_name number_of_transposon_per_gene number_of_read_per_gene
RRP45 2 2
PHM6 1 0
YDR282C 6 16
GCN2 21 91
DPP1 13 96
ZIP1 14 39
YDR286C 3 13
INM2 4 7
NSE3 5 29
RTT103 2 2
YDR290W 1 0
HRQ1 14 70
SRP101 8 47
SSD1 15 139
DPL1 9 54
HDA2 14 237
MHR1 11 122
SUR2 3 7
ATP5 1 0
BFR2 3 3
PRO1 2 2
CFT1 9 17
GPI11 0 0
RSC3 9 15
CPR5 3 8
HNT2 9 149
YDR306C 7 28
PMT7 10 336
SRB7 2 1
GIC2 6 20
SUM1 11 92
TFB1 1 0
SSF2 8 47
PIB1 2 1
RAD34 7 124
IPK1 5 12
OMS1 12 62
HIM1 4 7
MCM21 1 0
YFT2 3 12
SWA2 4 16
DAD4 0 0
YDR320W-B 4 34
ASP1 5 18
MRPL35 14 103
TIM11 3 3
PEP7 16 180
UTP4 3 6
YCG1 17 95
YSP2 30 278
YDR327W 2 3
SKP1 1 0
PEX3 6 39
UBX5 13 83
GPI8 4 11
IRC3 11 79
RQC1 7 19
SWR1 22 160
MSN5 14 97
YDR336W 8 16
MRPS28 5 9
YDR338C 8 95
FCF1 0 0
YDR340W 8 33
YDR341C 4 7
HXT7 0 0
HXT6 2 1
YDR344C 5 9
HXT3 16 197
SVF1 5 6
MRP1 2 27
PAL1 6 37
YPS7 2 3
ATP22 5 6
SBE2 14 62
YPQ2 3 18
TRR1 0 0
TRP4 4 14
YDR354C-A 0 0
YDR355C 1 0
SPC110 7 32
CNL1 7 69
GGA1 10 34
EAF1 4 7
OPI7 0 0
BCP1 8 32
TFC6 11 57
ESC2 7 59
SEM1 1 0
CDC40 10 70
ESF1 7 9
YDR366C 2 1
KEI1 4 11
YPR1 3 18
XRS2 19 169
DXO1 2 3
CTS2 14 123
YDR371C-A 0 0
VPS74 6 25
FRQ1 2 1
PHO92 5 12
WIP1 0 0
BCS1 8 63
ARH1 4 14
ATP17 1 0
LSM6 0 0
RGA2 25 332
SDH6 0 0
ARO10 8 71
YRA1 3 5
YDR381C-A 0 0
RPP2B 1 0
NKP1 3 4
ATO3 9 46
EFT2 0 0
MUS81 6 17
YDR387C 7 20
RVS167 4 4
SAC7 1 0
UBA2 5 5
YDR391C 2 5
SPT3 0 0
SHE9 10 102
RPT3 5 35
SXM1 15 138
YDR396W 5 15
NCB2 5 15
UTP5 3 5
HPT1 1 0
URH1 5 10
YDR401W 6 51
DIT2 10 69
DIT1 12 104
RPB7 0 0
MRP20 12 134
PDR15 45 728
YDR406W-A 0 0
TRS120 14 48
ADE8 3 15
SIZ1 13 168
STE14 6 43
DFM1 8 18
RRP17 0 0
YDR413C 0 0
ERD1 13 56
YDR415C 1 0
SYF1 1 0
YDR417C 0 0
RPL12B 0 0
RAD30 17 173
HKR1 24 355
ARO80 8 233
SIP1 5 8
CAD1 5 31
DYN2 0 0
SNX41 11 46
YDR426C 4 6
RPN9 0 0
BNA7 6 45
TIF35 0 0
CYM1 18 133
YDR431W 4 22
NPL3 3 5
YDR433W 1 0
GPI17 8 22
PPM1 5 11
PPZ2 12 123
GPI19 1 0
