gene_name number_of_transposon_per_gene number_of_read_per_gene
YDR249C 11 116
YDR250C 10 64
PAM1 10 33
BTT1 3 2
MET32 4 50
CHL4 2 1
RMD5 1 0
CTA1 32 911
RKM4 6 37
HSP78 25 648
YAP6 8 187
SWM1 16 102
EXG2 10 263
YDR262W 3 2
DIN7 3 9
AKR1 10 72
PEX10 3 2
HEL2 12 297
CIA1 1 0
MSW1 0 0
YDR269C 1 0
CCC2 12 31
YDR271C 3 2
GLO2 2 7
DON1 5 26
YDR274C 21 284
BSC2 7 43
PMP3 1 0
MTH1 13 228
YDR278C 5 11
RNH202 9 63
RRP45 1 0
PHM6 0 0
YDR282C 6 29
GCN2 6 6
DPP1 4 35
ZIP1 13 96
YDR286C 4 31
INM2 4 5
NSE3 1 0
RTT103 0 0
YDR290W 5 12
HRQ1 21 695
SRP101 1 0
SSD1 14 517
DPL1 18 221
HDA2 7 21
MHR1 2 1
SUR2 3 2
ATP5 0 0
BFR2 0 0
PRO1 3 2
CFT1 4 3
GPI11 0 0
RSC3 3 9
CPR5 3 51
HNT2 8 244
YDR306C 7 106
PMT7 11 233
SRB7 1 0
GIC2 11 64
SUM1 5 5
TFB1 4 3
SSF2 19 528
PIB1 8 14
RAD34 10 36
IPK1 1 0
OMS1 1 0
HIM1 4 17
MCM21 2 1
YFT2 5 62
SWA2 6 56
DAD4 0 0
YDR320W-B 6 90
ASP1 2 4
MRPL35 0 0
TIM11 1 0
PEP7 6 23
UTP4 1 0
YCG1 6 5
YSP2 18 486
YDR327W 0 0
SKP1 0 0
PEX3 3 247
UBX5 6 38
GPI8 1 0
IRC3 1 0
RQC1 5 12
SWR1 14 134
MSN5 7 185
YDR336W 9 72
MRPS28 5 13
YDR338C 21 545
FCF1 0 0
YDR340W 8 70
YDR341C 2 1
HXT7 3 5
HXT6 3 3
YDR344C 10 58
HXT3 9 303
SVF1 8 37
MRP1 1 0
PAL1 14 214
YPS7 3 10
ATP22 1 0
SBE2 15 253
YPQ2 9 123
TRR1 0 0
TRP4 6 48
YDR354C-A 0 0
YDR355C 0 0
SPC110 3 2
CNL1 5 128
GGA1 11 28
EAF1 12 112
OPI7 0 0
BCP1 1 0
TFC6 3 8
ESC2 9 142
SEM1 1 0
CDC40 3 2
ESF1 2 1
YDR366C 7 24
KEI1 1 0
YPR1 2 3
XRS2 9 61
DXO1 11 40
CTS2 8 27
YDR371C-A 0 0
VPS74 2 1
FRQ1 3 2
PHO92 4 8
WIP1 1 0
BCS1 0 0
ARH1 0 0
ATP17 1 0
LSM6 0 0
RGA2 21 157
SDH6 3 11
ARO10 9 87
YRA1 0 0
YDR381C-A 0 0
RPP2B 0 0
NKP1 4 4
ATO3 12 258
EFT2 2 2
MUS81 9 61
YDR387C 8 71
RVS167 7 75
SAC7 5 17
UBA2 2 60
YDR391C 3 56
SPT3 2 1
SHE9 9 37
RPT3 0 0
SXM1 6 9
YDR396W 1 0
NCB2 0 0
UTP5 4 10
HPT1 4 14
URH1 8 46
YDR401W 8 161
DIT2 12 174
DIT1 16 588
RPB7 0 0
