gene_name number_of_transposon_per_gene number_of_read_per_gene
YDR061W 74 606
LCB2 13 63
AIM7 27 277
RPS13 2 4
RRG1 20 196
RTR2 23 254
OCA6 40 290
DOS2 23 49
DOA4 20 106
FMP16 19 103
PAA1 23 190
IPT1 183 4451
SNF11 19 90
TPS2 55 698
PPH3 18 167
RAD55 59 686
SED1 76 1815
SHU2 62 841
PET100 9 25
TFB5 2 1
VPS41 54 410
PDC2 17 122
STN1 29 189
RRP8 39 291
TVP23 18 78
AFR1 50 604
SSS1 0 0
RRP1 5 40
SLU7 20 225
YDR089W 83 756
YDR090C 44 424
RLI1 9 12
UBC13 27 188
DNF2 323 5178
YDR094W 108 2540
YDR095C 108 1657
GIS1 67 474
MSH6 112 970
GRX3 38 474
BMH2 102 1035
TVP15 23 144
ARX1 40 588
YDR102C 34 385
STE5 47 364
SPO71 97 1122
TMS1 44 434
ARP10 41 342
TMN2 60 660
TRS85 59 579
YDR109C 66 477
FOB1 61 497
ALT2 77 900
IRC2 33 471
PDS1 14 70
YDR114C 18 256
YDR115W 9 23
MRPL1 32 333
TMA64 23 123
APC4 25 158
YDR118W-A 6 59
VBA4 112 1221
COX26 13 120
TRM1 113 1130
DPB4 19 63
KIN1 117 2542
INO2 18 125
YDR124W 57 731
ECM18 37 420
SWF1 98 1666
ARO1 109 786
MTC5 130 1517
SAC6 36 297
FIN1 18 80
YDR131C 56 486
YDR132C 59 581
YDR133C 4 4
YCF1 136 1513
VPS61 53 1071
RGP1 24 275
HPR1 36 368
RUB1 5 16
MTQ2 44 785
DOP1 45 485
PEX7 57 844
SAN1 77 659
MKC7 46 426
TAF12 7 38
SWI5 30 160
EKI1 61 773
KGD2 35 213
YDR149C 8 50
NUM1 104 1203
CTH1 38 286
GIR2 26 261
ENT5 47 679
YDR154C 12 54
CPR1 17 167
RPA14 54 471
YDR157W 58 577
HOM2 30 191
SAC3 57 544
SSY1 5 5
YDR161W 32 236
NBP2 3 2
CWC15 23 254
SEC1 20 119
TRM82 37 324
SEC5 49 449
TAF10 11 67
CDC37 17 118
STB3 12 33
YDR169C-A 8 30
SEC7 65 469
HSP42 43 378
SUP35 8 32
ARG82 5 24
HMO1 31 210
RSM24 10 11
NGG1 25 161
UBC1 8 27
SDH4 23 198
CSN9 11 42
YDR179W-A 25 228
SCC2 39 227
SAS4 31 238
CDC1 11 109
YDR182W-A 6 31
PLP1 26 212
YDR183C-A 13 79
ATC1 30 265
UPS3 27 381
YDR186C 102 1368
YDR187C 16 132
CCT6 11 97
SLY1 16 83
RVB1 7 22
HST4 39 515
NUP42 25 262
YDR193W 12 122
MSS116 23 181
YDR194W-A 4 7
REF2 23 148
CAB5 7 115
CBS2 13 92
RKM2 30 173
YDR199W 6 46
VPS64 40 422
SPC19 5 6
RAV2 29 188
YDR203W 5 15
COQ4 26 207
MSC2 22 208
EBS1 32 155
UME6 73 617
MSS4 44 412
YDR209C 13 59
YDR210W 7 31
GCD6 18 98
TCP1 8 18
UPC2 92 1129
AHA1 62 653
YDR215C 57 722
ADR1 91 824
RAD9 134 1410
SPR28 32 250
MFB1 9 67
YDR220C 20 272
GTB1 53 529
YDR222W 47 617
CRF1 40 329
HTB1 1 0
HTA1 6 18
ADK1 11 67
SIR4 121 1541
PCF11 5 15
IVY1 80 659
YDR230W 32 308
COX20 46 443
HEM1 16 83
RTN1 28 117
LYS4 106 1751
PRP42 3 11
FMN1 8 92
MRPL7 13 82
SEC26 20 123
YDR239C 65 724
SNU56 23 85
BUD26 40 530
AMD2 58 424
PRP28 14 51
PEX5 44 319
MNN10 26 284
TRS23 16 169
YDR246W-A 77 1553
VHS1 72 885
YDR248C 24 166
YDR249C 52 426
YDR250C 65 1418
PAM1 59 625
BTT1 7 40
MET32 27 277
CHL4 23 104
RMD5 10 36
CTA1 81 1090
RKM4 34 302
HSP78 125 1718
YAP6 81 753
SWM1 72 749
EXG2 71 530
YDR262W 20 137
DIN7 42 356
AKR1 47 474
PEX10 21 85
HEL2 70 658
CIA1 22 234
MSW1 17 59
YDR269C 12 184
CCC2 142 2855
YDR271C 36 498
GLO2 20 203
DON1 39 348
YDR274C 125 2973
BSC2 39 592
PMP3 2 1
MTH1 82 1051
YDR278C 29 206
RNH202 48 426
RRP45 10 53
PHM6 12 49
YDR282C 44 418
GCN2 77 574
DPP1 38 285
ZIP1 62 548
YDR286C 15 155
INM2 25 156
NSE3 7 25
RTT103 12 47
YDR290W 25 113
HRQ1 107 1033
SRP101 16 151
SSD1 86 865
DPL1 51 559
HDA2 34 187
MHR1 6 36
SUR2 37 469
ATP5 3 2
BFR2 9 40
PRO1 12 72
CFT1 28 136
GPI11 3 2
RSC3 18 84
CPR5 29 259
HNT2 30 440
YDR306C 52 379
PMT7 43 389
SRB7 3 10
