gene_name number_of_transposon_per_gene number_of_read_per_gene
MTH1 6 51
YDR278C 9 19
RNH202 2 1
RRP45 5 9
PHM6 1 0
YDR282C 14 38
GCN2 35 155
DPP1 9 74
ZIP1 21 118
YDR286C 3 7
INM2 4 4
NSE3 4 9
RTT103 3 2
YDR290W 2 1
HRQ1 21 211
SRP101 18 64
SSD1 24 290
DPL1 12 66
HDA2 11 63
MHR1 4 25
SUR2 7 49
ATP5 0 0
BFR2 11 40
PRO1 5 5
CFT1 7 17
GPI11 1 0
RSC3 10 27
CPR5 11 28
HNT2 7 27
YDR306C 17 178
PMT7 6 35
SRB7 0 0
GIC2 6 31
SUM1 30 296
TFB1 1 0
SSF2 11 58
PIB1 4 29
RAD34 3 8
IPK1 4 21
OMS1 13 39
HIM1 16 53
MCM21 4 4
YFT2 9 126
SWA2 11 34
DAD4 0 0
YDR320W-B 4 37
ASP1 2 5
MRPL35 13 42
TIM11 0 0
PEP7 21 108
UTP4 5 10
YCG1 30 105
YSP2 37 146
YDR327W 1 0
SKP1 0 0
PEX3 10 35
UBX5 23 216
GPI8 2 8
IRC3 8 33
RQC1 12 36
SWR1 30 279
MSN5 27 206
YDR336W 18 325
MRPS28 5 10
YDR338C 14 103
FCF1 0 0
YDR340W 2 7
YDR341C 6 9
HXT7 1 0
HXT6 1 0
YDR344C 11 148
HXT3 11 94
SVF1 12 33
MRP1 3 4
PAL1 10 26
YPS7 7 18
ATP22 4 18
SBE2 9 36
YPQ2 6 18
TRR1 0 0
TRP4 6 8
YDR354C-A 0 0
YDR355C 0 0
SPC110 10 32
CNL1 2 17
GGA1 18 44
EAF1 6 7
OPI7 0 0
BCP1 11 45
TFC6 12 39
ESC2 10 28
SEM1 0 0
CDC40 12 53
ESF1 13 54
YDR366C 3 7
KEI1 2 1
YPR1 8 157
XRS2 18 92
DXO1 6 14
CTS2 10 16
YDR371C-A 0 0
VPS74 6 18
FRQ1 4 17
PHO92 3 11
WIP1 0 0
BCS1 7 48
ARH1 5 42
ATP17 0 0
LSM6 0 0
RGA2 24 103
SDH6 0 0
ARO10 6 13
YRA1 13 31
YDR381C-A 0 0
RPP2B 0 0
NKP1 5 25
ATO3 6 32
EFT2 3 3
MUS81 11 40
YDR387C 13 41
RVS167 10 20
SAC7 20 139
UBA2 8 14
YDR391C 5 6
SPT3 3 2
SHE9 8 94
RPT3 6 8
SXM1 11 48
YDR396W 5 9
NCB2 8 19
UTP5 0 0
HPT1 3 7
URH1 18 381
YDR401W 8 239
DIT2 10 246
DIT1 18 750
RPB7 0 0
MRP20 22 544
PDR15 59 1209
YDR406W-A 1 0
TRS120 24 62
ADE8 6 8
SIZ1 21 105
STE14 8 76
DFM1 3 3
RRP17 1 0
YDR413C 1 0
ERD1 14 60
YDR415C 7 33
SYF1 15 133
YDR417C 4 6
RPL12B 4 6
RAD30 17 119
HKR1 16 59
ARO80 22 75
SIP1 21 190
CAD1 16 64
DYN2 2 3
SNX41 26 121
YDR426C 8 27
RPN9 3 3
BNA7 12 52
TIF35 2 1
CYM1 29 325
YDR431W 4 67
NPL3 3 3
YDR433W 1 0
GPI17 6 18
PPM1 7 45
PPZ2 28 198
GPI19 2 2
THI74 14 266
LRS4 0 0
