gene_name number_of_transposon_per_gene number_of_read_per_gene
YDL094C 18 579
PMT5 14 234
SRP14 7 11
UBX3 16 1011
RAM1 2 1
NUR1 17 172
ASM4 9 157
LUC7 1 0
YDL086W 29 1973
YDL086C-A 18 1037
YDL085C-A 4 13
NDE2 10 142
SUB2 1 0
RPS16B 6 52
RPL13A 5 11
RPP1A 3 7
THI3 18 568
MRK1 17 243
MDH3 8 192
VAM6 15 231
RXT3 12 105
RPL31A 0 0
BRE1 0 0
YDL073W 32 727
YET3 8 28
YDL071C 7 68
BDF2 13 273
CBS1 5 37
YDL068W 2 4
COX9 1 0
IDP1 9 103
PEX19 12 231
UBC9 0 0
SYO1 9 197
YDL062W 0 0
RPS29B 3 39
TSR1 4 4
RAD59 7 8
USO1 6 8
YDL057W 9 214
MBP1 19 225
PSA1 3 20
MCH1 24 1476
PBP4 4 11
SLC1 21 920
LHP1 14 1049
YDL050C 16 550
KNH1 30 923
STP4 42 1441
SIT4 7 18
NPC2 5 21
MRP10 0 0
FAD1 1 0
MTF2 7 18
PRP11 3 3
SIR2 17 317
YDL041W 6 21
NAT1 19 654
PRM7 18 272
BSC1 1 0
PUS9 6 6
GPR1 23 199
YDL034W 3 2
SLM3 24 680
YDL032W 1 0
DBP10 3 37
PRP9 6 25
ARP2 2 2
MPS1 8 24
YDL027C 8 51
YDL026W 2 14
RTK1 9 226
YDL025W-A 0 0
DIA3 15 538
YDL022C-A 5 42
YDL023C 5 102
GPD1 26 292
GPM2 23 1030
RPN4 12 54
OSH2 54 3047
ERP3 5 70
CDC7 10 25
YDL016C 8 208
TSC13 2 1
NOP1 1 0
SLX5 0 0
YDL012C 10 69
YDL011C 6 40
GRX6 12 251
YDL009C 5 25
APC11 4 3
YDL007C-A 3 3
RPT2 2 1
PTC1 1 0
MED2 18 281
ATP16 1 0
MCD1 6 12
NHP10 8 15
RMD1 56 1382
NTH1 108 3323
YRB1 2 5
RCR2 24 325
YDR003W-A 6 153
RAD57 16 201
MAF1 25 636
SOK1 38 819
TRP1 692 220237
YDR008C 266 38813
GAL3 48 1329
YDR010C 49 2780
SNQ2 90 3259
RPL4B 2 1
PSF1 0 0
RAD61 11 142
HED1 1 0
YDR015C 0 0
DAD1 0 0
KCS1 35 849
YDR018C 29 966
GCV1 23 589
DAS2 13 435
FAL1 3 3
ATG31 9 327
SES1 2 1
FYV1 10 283
RPS11A 3 5
NSI1 16 141
VPS54 12 158
REG1 20 251
YDR029W 2 6
RAD28 19 723
MIX14 3 8
PST2 14 849
MRH1 13 18
LYS14 25 747
YDR034C-A 3 7
YDR034W-B 6 270
ARO3 18 231
EHD3 9 116
KRS1 4 3
ENA5 11 27
ENA2 7 7
ENA1 14 296
RSM10 2 8
YDR042C 1 0
NRG1 18 376
HEM13 0 0
RPC11 0 0
BAP3 13 239
HEM12 2 1
YDR048C 10 58
VMS1 12 52
TPI1 0 0
DET1 12 106
DBF4 0 0
YDR053W 0 0
CDC34 7 43
PST1 11 207
YDR056C 14 550
YOS9 25 995
TGL2 8 195
UBC5 4 16
MAK21 4 5
YDR061W 16 805
LCB2 4 4
AIM7 3 10
RPS13 0 0
RRG1 10 255
RTR2 11 456
OCA6 3 7
DOS2 6 93
DOA4 10 58
FMP16 1 0
PAA1 3 2
IPT1 30 1277
SNF11 6 232
TPS2 20 161
PPH3 3 38
RAD55 13 307
SED1 20 907
SHU2 30 2358
PET100 1 0
TFB5 1 0
VPS41 6 11
PDC2 1 0
STN1 7 15
RRP8 3 2
TVP23 1 0
AFR1 11 356
SSS1 0 0
RRP1 0 0
SLU7 2 1
YDR089W 24 1061
YDR090C 9 145
RLI1 1 0
UBC13 8 279
DNF2 85 5367
YDR094W 27 2327
YDR095C 15 150
GIS1 19 508
MSH6 13 203
GRX3 7 593
BMH2 22 505
TVP15 6 336
ARX1 9 159
YDR102C 7 93
STE5 7 250
SPO71 21 302
TMS1 15 408
ARP10 8 141
TMN2 8 69
TRS85 12 63
YDR109C 8 72
FOB1 8 118
ALT2 10 409
IRC2 4 150
PDS1 0 0
YDR114C 4 6
YDR115W 1 0
MRPL1 4 40
TMA64 3 2
APC4 8 31
YDR118W-A 1 0
VBA4 24 337
COX26 7 41
TRM1 11 224
DPB4 1 0
KIN1 22 1607
INO2 2 1
YDR124W 10 211
ECM18 6 19
SWF1 10 73
ARO1 6 41
MTC5 23 748
SAC6 2 1
FIN1 5 24
YDR131C 10 107
YDR132C 13 303
YDR133C 0 0
YCF1 20 1232
VPS61 22 1062
RGP1 6 8
HPR1 10 97
RUB1 1 0
MTQ2 1 0
DOP1 8 23
PEX7 2 10
SAN1 11 131
MKC7 4 4
TAF12 2 1
SWI5 7 35
EKI1 8 35
KGD2 4 13
YDR149C 1 0
NUM1 30 497
CTH1 6 111
GIR2 6 9
ENT5 7 44
YDR154C 2 1
CPR1 6 198
RPA14 4 17
YDR157W 8 104
HOM2 7 111
SAC3 12 358
SSY1 0 0
YDR161W 1 0
NBP2 0 0
CWC15 5 7
SEC1 3 2
TRM82 14 240
SEC5 7 10
TAF10 3 2
CDC37 5 8
STB3 5 10
YDR169C-A 2 10
SEC7 10 19
HSP42 13 366
SUP35 1 0
ARG82 1 0
HMO1 6 29
RSM24 1 0
NGG1 7 27
UBC1 0 0
SDH4 4 13
CSN9 4 37
YDR179W-A 7 125
SCC2 0 0
SAS4 14 315
CDC1 7 11
YDR182W-A 2 1
PLP1 7 347
YDR183C-A 1 0
ATC1 2 1
UPS3 3 5
YDR186C 14 236
YDR187C 3 3
CCT6 3 2
SLY1 1 0
RVB1 4 4
HST4 8 42
NUP42 2 15
YDR193W 3 16
MSS116 5 5
YDR194W-A 0 0
REF2 4 22
CAB5 1 0
CBS2 2 1
RKM2 12 47
YDR199W 4 16
VPS64 7 33
SPC19 0 0
RAV2 3 26
YDR203W 1 0
COQ4 6 34
MSC2 9 102
EBS1 20 537
UME6 12 290
MSS4 6 66
YDR209C 4 95
YDR210W 4 95
GCD6 1 0
TCP1 2 1
UPC2 12 30
AHA1 30 1656
YDR215C 14 257
ADR1 26 597
RAD9 18 344
SPR28 3 7
MFB1 2 1
YDR220C 4 34
GTB1 10 318
YDR222W 13 431
CRF1 5 4
HTB1 1 0
HTA1 3 3
ADK1 1 0
SIR4 14 83
PCF11 1 0
IVY1 12 472
YDR230W 15 2235
COX20 13 2161
HEM1 1 0
RTN1 11 119
LYS4 13 480
PRP42 3 7
FMN1 0 0
MRPL7 1 0
SEC26 6 9
YDR239C 20 1257
SNU56 1 0
BUD26 2 4
AMD2 8 53
PRP28 3 2
PEX5 8 47
MNN10 1 0
TRS23 0 0
YDR246W-A 14 463
VHS1 10 133
YDR248C 9 390
YDR249C 6 58
YDR250C 11 770
PAM1 11 132
BTT1 2 6
MET32 0 0
CHL4 7 41
RMD5 1 0
CTA1 8 145
RKM4 1 0
HSP78 34 1519
YAP6 3 2
SWM1 8 367
EXG2 15 182
YDR262W 3 2
DIN7 8 122
AKR1 10 29
PEX10 4 3
HEL2 5 9
CIA1 2 1
MSW1 9 121
YDR269C 1 0
CCC2 22 98
YDR271C 5 6
GLO2 2 1
DON1 9 180
YDR274C 20 581
BSC2 9 25
PMP3 2 1
MTH1 12 58
YDR278C 2 1
RNH202 4 3
RRP45 2 3
PHM6 2 7
YDR282C 3 3
GCN2 14 114
DPP1 15 1174
ZIP1 8 172
YDR286C 2 1
INM2 4 99
NSE3 1 0
RTT103 2 66
YDR290W 5 118
HRQ1 17 308
SRP101 5 6
SSD1 21 190
DPL1 22 786
HDA2 12 418
MHR1 1 0
SUR2 6 6
ATP5 3 17
BFR2 1 0
PRO1 4 3
CFT1 5 6
GPI11 1 0
RSC3 7 31
CPR5 2 1
HNT2 3 74
YDR306C 2 1
PMT7 5 25
SRB7 0 0
GIC2 5 28
SUM1 12 79
TFB1 1 0
SSF2 15 971
PIB1 7 27
RAD34 5 10
IPK1 2 1
OMS1 5 39
HIM1 8 335
MCM21 3 25
YFT2 5 61
SWA2 10 130
DAD4 1 0
YDR320W-B 11 1594
ASP1 2 3
MRPL35 2 4
TIM11 1 0
PEP7 9 45
UTP4 0 0
YCG1 3 2
YSP2 22 487
YDR327W 3 8
SKP1 1 0
PEX3 6 8
UBX5 6 19
GPI8 1 0
IRC3 5 10
RQC1 6 27
SWR1 13 1049
MSN5 8 12
YDR336W 11 2441
MRPS28 2 1
YDR338C 20 1344
FCF1 0 0
YDR340W 11 207
YDR341C 1 0
HXT7 4 3
HXT6 3 2
YDR344C 7 49
HXT3 14 625
SVF1 14 189
MRP1 3 2
PAL1 13 494
YPS7 8 88
ATP22 3 7
SBE2 7 8
YPQ2 6 9
TRR1 0 0
TRP4 0 0
YDR354C-A 0 0
YDR355C 0 0
SPC110 1 0
CNL1 5 18
GGA1 9 75
EAF1 8 119
OPI7 1 0
BCP1 3 2
TFC6 4 3
ESC2 4 5
SEM1 1 0
CDC40 3 2
ESF1 0 0
YDR366C 4 10
KEI1 1 0
YPR1 7 102
XRS2 10 221
DXO1 10 242
CTS2 11 103
YDR371C-A 0 0
VPS74 3 3
FRQ1 0 0
PHO92 3 4
WIP1 1 0
BCS1 11 637
ARH1 1 0
ATP17 0 0
LSM6 0 0
RGA2 18 585
SDH6 1 0
ARO10 13 373
YRA1 2 1
YDR381C-A 0 0
RPP2B 1 0
NKP1 6 50
ATO3 10 218
EFT2 5 5
MUS81 3 4
YDR387C 8 293
RVS167 8 22
SAC7 6 18
UBA2 3 23
YDR391C 2 1
SPT3 4 124
SHE9 8 445
RPT3 2 1
SXM1 5 9
YDR396W 3 4
