gene_name number_of_transposon_per_gene number_of_read_per_gene
COX9 0 0
IDP1 3 28
PEX19 10 339
UBC9 2 1
SYO1 5 7
YDL062W 2 2
RPS29B 1 0
TSR1 3 2
RAD59 6 230
USO1 9 37
YDL057W 7 255
MBP1 16 242
PSA1 3 8
MCH1 26 564
PBP4 6 111
SLC1 2 1
LHP1 3 2
YDL050C 3 6
KNH1 13 132
STP4 13 166
SIT4 2 1
NPC2 0 0
MRP10 1 0
FAD1 2 1
MTF2 6 31
PRP11 2 1
SIR2 10 157
YDL041W 6 36
NAT1 7 7
PRM7 12 57
BSC1 3 33
PUS9 10 169
GPR1 19 432
YDL034W 6 54
SLM3 18 337
YDL032W 4 77
DBP10 4 3
PRP9 2 3
ARP2 0 0
MPS1 4 5
YDL027C 9 25
YDL026W 4 29
RTK1 11 107
YDL025W-A 2 1
DIA3 5 35
YDL022C-A 6 25
YDL023C 2 2
GPD1 9 25
GPM2 22 355
RPN4 2 2
OSH2 21 282
ERP3 3 15
CDC7 1 0
YDL016C 1 0
TSC13 1 0
NOP1 2 1
SLX5 4 12
YDL012C 8 16
YDL011C 4 28
GRX6 5 35
YDL009C 2 2
APC11 4 3
YDL007C-A 1 0
RPT2 2 1
PTC1 10 15
MED2 2 36
ATP16 3 8
MCD1 6 7
NHP10 7 313
RMD1 35 731
NTH1 28 239
YRB1 1 0
RCR2 24 666
YDR003W-A 5 11
RAD57 8 19
MAF1 10 182
SOK1 32 455
TRP1 415 75297
YDR008C 162 16561
GAL3 24 775
YDR010C 24 516
SNQ2 38 249
RPL4B 3 10
PSF1 0 0
RAD61 5 8
HED1 4 7
YDR015C 2 2
DAD1 0 0
KCS1 22 234
YDR018C 12 125
GCV1 10 71
DAS2 15 53
FAL1 1 0
ATG31 7 255
SES1 0 0
FYV1 5 32
RPS11A 0 0
NSI1 5 12
VPS54 11 50
REG1 12 28
YDR029W 5 12
RAD28 16 83
MIX14 0 0
PST2 4 8
MRH1 9 22
LYS14 13 224
YDR034C-A 2 1
YDR034W-B 1 0
ARO3 8 21
EHD3 10 196
KRS1 8 7
ENA5 14 46
ENA2 8 14
ENA1 12 55
RSM10 2 1
YDR042C 1 0
NRG1 10 334
HEM13 0 0
RPC11 0 0
BAP3 10 40
HEM12 7 11
YDR048C 10 367
VMS1 4 3
TPI1 0 0
DET1 4 17
DBF4 2 1
YDR053W 0 0
CDC34 2 1
PST1 0 0
YDR056C 6 91
YOS9 2 1
TGL2 3 19
UBC5 3 8
MAK21 2 1
YDR061W 5 25
LCB2 2 1
AIM7 3 2
RPS13 0 0
RRG1 2 4
RTR2 3 14
OCA6 3 3
DOS2 4 12
DOA4 5 61
FMP16 0 0
PAA1 4 13
IPT1 10 270
SNF11 2 69
TPS2 19 159
PPH3 2 1
RAD55 9 318
SED1 2 3
SHU2 5 16
PET100 2 6
TFB5 0 0
VPS41 7 54
PDC2 0 0
STN1 5 8
RRP8 3 2
TVP23 0 0
AFR1 8 418
SSS1 0 0
RRP1 0 0
SLU7 0 0
YDR089W 11 69
YDR090C 2 1
RLI1 0 0
UBC13 6 102
DNF2 57 2164
YDR094W 26 1144
YDR095C 13 239
GIS1 10 559
MSH6 11 487
GRX3 8 36
BMH2 14 215
TVP15 4 23
ARX1 2 1
YDR102C 1 0
STE5 6 78
SPO71 8 9
TMS1 10 51
ARP10 3 3
TMN2 5 16
TRS85 5 29
YDR109C 6 69
FOB1 10 265
ALT2 6 62
IRC2 3 58
PDS1 0 0
YDR114C 4 29
YDR115W 0 0
MRPL1 0 0
TMA64 7 6
APC4 6 6
YDR118W-A 2 1
VBA4 3 5
COX26 3 6
TRM1 12 80
DPB4 0 0
KIN1 7 58
INO2 1 0
YDR124W 6 57
ECM18 2 1
SWF1 17 1060
ARO1 11 39
MTC5 14 577
SAC6 7 16
FIN1 4 4
YDR131C 6 15
YDR132C 9 25
YDR133C 1 0
YCF1 16 96
VPS61 9 52
RGP1 3 2
HPR1 7 146
RUB1 1 0
MTQ2 0 0
DOP1 9 8
PEX7 6 114
SAN1 5 11
MKC7 5 5
TAF12 3 2
SWI5 2 2
EKI1 13 1718
KGD2 2 2
YDR149C 1 0
NUM1 18 226
CTH1 11 192
GIR2 1 0
ENT5 7 37
YDR154C 5 11
CPR1 6 14
RPA14 8 74
YDR157W 10 19
HOM2 5 12
SAC3 8 22
SSY1 1 0
YDR161W 1 0
NBP2 0 0
CWC15 6 132
SEC1 5 5
TRM82 6 7
SEC5 5 6
TAF10 2 1
CDC37 2 1
STB3 3 2
YDR169C-A 2 1
SEC7 9 15
HSP42 6 63
SUP35 1 0
ARG82 0 0
HMO1 1 0
RSM24 0 0
NGG1 4 132
UBC1 1 0
SDH4 3 2
CSN9 1 0
YDR179W-A 4 4
SCC2 8 10
SAS4 4 3
CDC1 5 4
YDR182W-A 0 0
PLP1 6 15
YDR183C-A 1 0
ATC1 1 0
UPS3 5 17
YDR186C 8 161
YDR187C 1 0
CCT6 4 4
SLY1 1 0
RVB1 1 0
HST4 7 40
NUP42 1 0
YDR193W 2 1
MSS116 1 0
YDR194W-A 0 0
REF2 1 0
CAB5 0 0
CBS2 9 85
RKM2 7 22
YDR199W 0 0
VPS64 10 12
SPC19 0 0
RAV2 1 0
YDR203W 0 0
COQ4 5 12
MSC2 2 2
EBS1 13 51
UME6 11 138
MSS4 7 86
YDR209C 2 1
YDR210W 1 0
GCD6 1 0
TCP1 2 2
UPC2 11 284
AHA1 8 170
YDR215C 4 20
ADR1 10 186
RAD9 16 130
SPR28 0 0
MFB1 1 0
YDR220C 3 3
GTB1 4 182
YDR222W 10 85
CRF1 6 30
HTB1 0 0
HTA1 0 0
ADK1 3 3
SIR4 12 73
PCF11 1 0
IVY1 14 825
YDR230W 8 48
COX20 10 185
HEM1 2 1
RTN1 3 8
LYS4 11 205
PRP42 1 0
FMN1 3 5
MRPL7 3 4
SEC26 4 3
YDR239C 9 38
SNU56 1 0
BUD26 4 5
AMD2 12 480
PRP28 2 1
PEX5 13 100
MNN10 1 0
TRS23 1 0
YDR246W-A 13 791
VHS1 14 222
YDR248C 5 19
YDR249C 5 6
YDR250C 5 9
PAM1 6 25
BTT1 1 0
MET32 1 0
CHL4 5 4
RMD5 4 171
CTA1 11 217
RKM4 6 19
HSP78 10 31
YAP6 3 3
SWM1 10 921
EXG2 7 7
YDR262W 1 0
DIN7 5 58
AKR1 8 13
PEX10 5 68
HEL2 6 52
CIA1 6 5
MSW1 6 40
YDR269C 2 1
CCC2 12 90
YDR271C 4 28
GLO2 3 2
DON1 6 309
YDR274C 14 211
BSC2 9 19
PMP3 1 0
MTH1 14 72
YDR278C 2 3
RNH202 4 80
RRP45 1 0
PHM6 0 0
YDR282C 8 264
GCN2 19 181
DPP1 5 20
ZIP1 8 11
YDR286C 2 1
INM2 3 2
NSE3 1 0
RTT103 5 14
YDR290W 8 52
HRQ1 14 54
SRP101 3 2
SSD1 13 78
DPL1 12 128
HDA2 5 29
MHR1 1 0
SUR2 4 4
ATP5 1 0
BFR2 2 1
PRO1 3 2
